level,key,category,year,month,y_actual,yhat,yhat_lower,yhat_upper,is_forecast,method
state,Karnataka,ALL,2016,1,20912.0,,,,0,
state,Karnataka,ALL,2016,2,20726.0,,,,0,
state,Karnataka,ALL,2016,3,19259.0,,,,0,
state,Karnataka,ALL,2016,4,17115.0,,,,0,
state,Karnataka,ALL,2016,5,18153.0,,,,0,
state,Karnataka,ALL,2016,6,16877.0,,,,0,
state,Karnataka,ALL,2016,7,19323.0,,,,0,
state,Karnataka,ALL,2016,8,22291.0,,,,0,
state,Karnataka,ALL,2016,9,18982.0,,,,0,
state,Karnataka,ALL,2016,10,18130.0,,,,0,
state,Karnataka,ALL,2016,11,17736.0,,,,0,
state,Karnataka,ALL,2016,12,16578.0,,,,0,
state,Karnataka,ALL,2017,1,16986.0,,,,0,
state,Karnataka,ALL,2017,2,18336.0,,,,0,
state,Karnataka,ALL,2017,3,21604.0,,,,0,
state,Karnataka,ALL,2017,4,22492.0,,,,0,
state,Karnataka,ALL,2017,5,25777.0,,,,0,
state,Karnataka,ALL,2017,6,25887.0,,,,0,
state,Karnataka,ALL,2017,7,24184.0,,,,0,
state,Karnataka,ALL,2017,8,19537.0,,,,0,
state,Karnataka,ALL,2017,9,17029.0,,,,0,
state,Karnataka,ALL,2017,10,18268.0,,,,0,
state,Karnataka,ALL,2017,11,18303.0,,,,0,
state,Karnataka,ALL,2017,12,16375.0,,,,0,
state,Karnataka,ALL,2018,1,17774.0,,,,0,
state,Karnataka,ALL,2018,2,26850.0,,,,0,
state,Karnataka,ALL,2018,3,27246.0,,,,0,
state,Karnataka,ALL,2018,4,29658.0,,,,0,
state,Karnataka,ALL,2018,5,15040.0,,,,0,
state,Karnataka,ALL,2018,6,14885.0,,,,0,
state,Karnataka,ALL,2018,7,14985.0,,,,0,
state,Karnataka,ALL,2018,8,14101.0,,,,0,
state,Karnataka,ALL,2018,9,14093.0,,,,0,
state,Karnataka,ALL,2018,10,14555.0,,,,0,
state,Karnataka,ALL,2018,11,14483.0,,,,0,
state,Karnataka,ALL,2018,12,14408.0,,,,0,
state,Karnataka,ALL,2019,1,14316.0,,,,0,
state,Karnataka,ALL,2019,2,13689.0,,,,0,
state,Karnataka,ALL,2019,3,16046.0,,,,0,
state,Karnataka,ALL,2019,4,14581.0,,,,0,
state,Karnataka,ALL,2019,5,15445.0,,,,0,
state,Karnataka,ALL,2019,6,15512.0,,,,0,
state,Karnataka,ALL,2019,7,15322.0,,,,0,
state,Karnataka,ALL,2019,8,13603.0,,,,0,
state,Karnataka,ALL,2019,9,12986.0,,,,0,
state,Karnataka,ALL,2019,10,14324.0,,,,0,
state,Karnataka,ALL,2019,11,14139.0,,,,0,
state,Karnataka,ALL,2019,12,13907.0,,,,0,
state,Karnataka,ALL,2020,1,13770.0,,,,0,
state,Karnataka,ALL,2020,2,14914.0,,,,0,
state,Karnataka,ALL,2020,3,14848.0,,,,0,
state,Karnataka,ALL,2020,4,9561.0,,,,0,
state,Karnataka,ALL,2020,5,12413.0,,,,0,
state,Karnataka,ALL,2020,6,12952.0,,,,0,
state,Karnataka,ALL,2020,7,12416.0,,,,0,
state,Karnataka,ALL,2020,8,13423.0,,,,0,
state,Karnataka,ALL,2020,9,14719.0,,,,0,
state,Karnataka,ALL,2020,10,13560.0,,,,0,
state,Karnataka,ALL,2020,11,13544.0,,,,0,
state,Karnataka,ALL,2020,12,13746.0,,,,0,
state,Karnataka,ALL,2021,1,13993.0,,,,0,
state,Karnataka,ALL,2021,2,13524.0,,,,0,
state,Karnataka,ALL,2021,3,15116.0,,,,0,
state,Karnataka,ALL,2021,4,15137.0,,,,0,
state,Karnataka,ALL,2021,5,14573.0,,,,0,
state,Karnataka,ALL,2021,6,14178.0,,,,0,
state,Karnataka,ALL,2021,7,14879.0,,,,0,
state,Karnataka,ALL,2021,8,15074.0,,,,0,
state,Karnataka,ALL,2021,9,14689.0,,,,0,
state,Karnataka,ALL,2021,10,14185.0,,,,0,
state,Karnataka,ALL,2021,11,14181.0,,,,0,
state,Karnataka,ALL,2021,12,15505.0,,,,0,
state,Karnataka,ALL,2022,1,15131.0,,,,0,
state,Karnataka,ALL,2022,2,15036.0,,,,0,
state,Karnataka,ALL,2022,3,16780.0,,,,0,
state,Karnataka,ALL,2022,4,16245.0,,,,0,
state,Karnataka,ALL,2022,5,17938.0,,,,0,
state,Karnataka,ALL,2022,6,16924.0,,,,0,
state,Karnataka,ALL,2022,7,16143.0,,,,0,
state,Karnataka,ALL,2022,8,16009.0,,,,0,
state,Karnataka,ALL,2022,9,15336.0,,,,0,
state,Karnataka,ALL,2022,10,15312.0,,,,0,
state,Karnataka,ALL,2022,11,15834.0,,,,0,
state,Karnataka,ALL,2022,12,17306.0,,,,0,
state,Karnataka,ALL,2023,1,16041.0,,,,0,
state,Karnataka,ALL,2023,2,15818.0,,,,0,
state,Karnataka,ALL,2023,3,20282.0,,,,0,
state,Karnataka,ALL,2023,4,19117.0,,,,0,
state,Karnataka,ALL,2023,5,17646.0,,,,0,
state,Karnataka,ALL,2023,6,21325.0,,,,0,
state,Karnataka,ALL,2023,7,21487.0,,,,0,
state,Karnataka,ALL,2023,8,22072.0,,,,0,
state,Karnataka,ALL,2023,9,19733.0,,,,0,
state,Karnataka,ALL,2023,10,19169.0,,,,0,
state,Karnataka,ALL,2023,11,18646.0,,,,0,
state,Karnataka,ALL,2023,12,19114.0,,,,0,
state,Karnataka,ALL,2024,1,,19128.3,14813.0,23443.5,1,ets
state,Karnataka,ALL,2024,2,,20240.9,14138.3,26343.6,1,ets
state,Karnataka,ALL,2024,3,,21728.5,14254.3,29202.7,1,ets
state,Karnataka,ALL,2024,4,,20626.6,11996.1,29257.1,1,ets
state,Karnataka,ALL,2024,5,,19712.4,10063.2,29361.6,1,ets
state,Karnataka,ALL,2024,6,,20119.2,9549.1,30689.4,1,ets
state,Karnataka,ALL,2024,7,,20077.6,8660.6,31494.7,1,ets
state,Karnataka,ALL,2024,8,,19748.3,7543.0,31953.7,1,ets
state,Karnataka,ALL,2024,9,,18726.9,5781.1,31672.6,1,ets
state,Karnataka,ALL,2024,10,,18859.3,5213.3,32505.3,1,ets
state,Karnataka,ALL,2024,11,,18864.8,4552.8,33176.9,1,ets
state,Karnataka,ALL,2024,12,,19095.7,4147.2,34044.1,1,ets
district,Bagalkote,ALL,2016,1,271.0,,,,0,
district,Bagalkote,ALL,2016,2,609.0,,,,0,
district,Bagalkote,ALL,2016,3,286.0,,,,0,
district,Bagalkote,ALL,2016,4,267.0,,,,0,
district,Bagalkote,ALL,2016,5,340.0,,,,0,
district,Bagalkote,ALL,2016,6,310.0,,,,0,
district,Bagalkote,ALL,2016,7,260.0,,,,0,
district,Bagalkote,ALL,2016,8,367.0,,,,0,
district,Bagalkote,ALL,2016,9,272.0,,,,0,
district,Bagalkote,ALL,2016,10,337.0,,,,0,
district,Bagalkote,ALL,2016,11,294.0,,,,0,
district,Bagalkote,ALL,2016,12,221.0,,,,0,
district,Bagalkote,ALL,2017,1,360.0,,,,0,
district,Bagalkote,ALL,2017,2,351.0,,,,0,
district,Bagalkote,ALL,2017,3,424.0,,,,0,
district,Bagalkote,ALL,2017,4,311.0,,,,0,
district,Bagalkote,ALL,2017,5,341.0,,,,0,
district,Bagalkote,ALL,2017,6,345.0,,,,0,
district,Bagalkote,ALL,2017,7,359.0,,,,0,
district,Bagalkote,ALL,2017,8,374.0,,,,0,
district,Bagalkote,ALL,2017,9,287.0,,,,0,
district,Bagalkote,ALL,2017,10,252.0,,,,0,
district,Bagalkote,ALL,2017,11,302.0,,,,0,
district,Bagalkote,ALL,2017,12,227.0,,,,0,
district,Bagalkote,ALL,2018,1,321.0,,,,0,
district,Bagalkote,ALL,2018,2,616.0,,,,0,
district,Bagalkote,ALL,2018,3,590.0,,,,0,
district,Bagalkote,ALL,2018,4,645.0,,,,0,
district,Bagalkote,ALL,2018,5,316.0,,,,0,
district,Bagalkote,ALL,2018,6,272.0,,,,0,
district,Bagalkote,ALL,2018,7,274.0,,,,0,
district,Bagalkote,ALL,2018,8,269.0,,,,0,
district,Bagalkote,ALL,2018,9,237.0,,,,0,
district,Bagalkote,ALL,2018,10,311.0,,,,0,
district,Bagalkote,ALL,2018,11,272.0,,,,0,
district,Bagalkote,ALL,2018,12,231.0,,,,0,
district,Bagalkote,ALL,2019,1,264.0,,,,0,
district,Bagalkote,ALL,2019,2,242.0,,,,0,
district,Bagalkote,ALL,2019,3,257.0,,,,0,
district,Bagalkote,ALL,2019,4,231.0,,,,0,
district,Bagalkote,ALL,2019,5,273.0,,,,0,
district,Bagalkote,ALL,2019,6,264.0,,,,0,
district,Bagalkote,ALL,2019,7,221.0,,,,0,
district,Bagalkote,ALL,2019,8,162.0,,,,0,
district,Bagalkote,ALL,2019,9,187.0,,,,0,
district,Bagalkote,ALL,2019,10,280.0,,,,0,
district,Bagalkote,ALL,2019,11,277.0,,,,0,
district,Bagalkote,ALL,2019,12,278.0,,,,0,
district,Bagalkote,ALL,2020,1,240.0,,,,0,
district,Bagalkote,ALL,2020,2,273.0,,,,0,
district,Bagalkote,ALL,2020,3,269.0,,,,0,
district,Bagalkote,ALL,2020,4,184.0,,,,0,
district,Bagalkote,ALL,2020,5,260.0,,,,0,
district,Bagalkote,ALL,2020,6,191.0,,,,0,
district,Bagalkote,ALL,2020,7,173.0,,,,0,
district,Bagalkote,ALL,2020,8,183.0,,,,0,
district,Bagalkote,ALL,2020,9,233.0,,,,0,
district,Bagalkote,ALL,2020,10,230.0,,,,0,
district,Bagalkote,ALL,2020,11,237.0,,,,0,
district,Bagalkote,ALL,2020,12,211.0,,,,0,
district,Bagalkote,ALL,2021,1,250.0,,,,0,
district,Bagalkote,ALL,2021,2,243.0,,,,0,
district,Bagalkote,ALL,2021,3,231.0,,,,0,
district,Bagalkote,ALL,2021,4,227.0,,,,0,
district,Bagalkote,ALL,2021,5,166.0,,,,0,
district,Bagalkote,ALL,2021,6,256.0,,,,0,
district,Bagalkote,ALL,2021,7,246.0,,,,0,
district,Bagalkote,ALL,2021,8,273.0,,,,0,
district,Bagalkote,ALL,2021,9,275.0,,,,0,
district,Bagalkote,ALL,2021,10,283.0,,,,0,
district,Bagalkote,ALL,2021,11,272.0,,,,0,
district,Bagalkote,ALL,2021,12,285.0,,,,0,
district,Bagalkote,ALL,2022,1,281.0,,,,0,
district,Bagalkote,ALL,2022,2,251.0,,,,0,
district,Bagalkote,ALL,2022,3,280.0,,,,0,
district,Bagalkote,ALL,2022,4,242.0,,,,0,
district,Bagalkote,ALL,2022,5,272.0,,,,0,
district,Bagalkote,ALL,2022,6,301.0,,,,0,
district,Bagalkote,ALL,2022,7,275.0,,,,0,
district,Bagalkote,ALL,2022,8,252.0,,,,0,
district,Bagalkote,ALL,2022,9,247.0,,,,0,
district,Bagalkote,ALL,2022,10,235.0,,,,0,
district,Bagalkote,ALL,2022,11,237.0,,,,0,
district,Bagalkote,ALL,2022,12,257.0,,,,0,
district,Bagalkote,ALL,2023,1,286.0,,,,0,
district,Bagalkote,ALL,2023,2,289.0,,,,0,
district,Bagalkote,ALL,2023,3,342.0,,,,0,
district,Bagalkote,ALL,2023,4,322.0,,,,0,
district,Bagalkote,ALL,2023,5,260.0,,,,0,
district,Bagalkote,ALL,2023,6,256.0,,,,0,
district,Bagalkote,ALL,2023,7,277.0,,,,0,
district,Bagalkote,ALL,2023,8,269.0,,,,0,
district,Bagalkote,ALL,2023,9,328.0,,,,0,
district,Bagalkote,ALL,2023,10,347.0,,,,0,
district,Bagalkote,ALL,2023,11,302.0,,,,0,
district,Bagalkote,ALL,2023,12,298.0,,,,0,
district,Bagalkote,ALL,2024,1,,320.1,188.1,452.0,1,ets
district,Bagalkote,ALL,2024,2,,395.8,209.2,582.4,1,ets
district,Bagalkote,ALL,2024,3,,372.0,143.4,600.5,1,ets
district,Bagalkote,ALL,2024,4,,341.1,77.2,605.0,1,ets
district,Bagalkote,ALL,2024,5,,316.3,21.3,611.3,1,ets
district,Bagalkote,ALL,2024,6,,312.3,0.0,635.6,1,ets
district,Bagalkote,ALL,2024,7,,298.7,0.0,647.8,1,ets
district,Bagalkote,ALL,2024,8,,306.8,0.0,680.0,1,ets
district,Bagalkote,ALL,2024,9,,296.7,0.0,692.5,1,ets
district,Bagalkote,ALL,2024,10,,322.9,0.0,740.1,1,ets
district,Bagalkote,ALL,2024,11,,312.6,0.0,750.3,1,ets
district,Bagalkote,ALL,2024,12,,289.5,0.0,746.5,1,ets
district,Ballari,ALL,2016,1,324.0,,,,0,
district,Ballari,ALL,2016,2,371.0,,,,0,
district,Ballari,ALL,2016,3,267.0,,,,0,
district,Ballari,ALL,2016,4,278.0,,,,0,
district,Ballari,ALL,2016,5,318.0,,,,0,
district,Ballari,ALL,2016,6,278.0,,,,0,
district,Ballari,ALL,2016,7,279.0,,,,0,
district,Ballari,ALL,2016,8,350.0,,,,0,
district,Ballari,ALL,2016,9,351.0,,,,0,
district,Ballari,ALL,2016,10,338.0,,,,0,
district,Ballari,ALL,2016,11,191.0,,,,0,
district,Ballari,ALL,2016,12,221.0,,,,0,
district,Ballari,ALL,2017,1,247.0,,,,0,
district,Ballari,ALL,2017,2,202.0,,,,0,
district,Ballari,ALL,2017,3,272.0,,,,0,
district,Ballari,ALL,2017,4,442.0,,,,0,
district,Ballari,ALL,2017,5,322.0,,,,0,
district,Ballari,ALL,2017,6,445.0,,,,0,
district,Ballari,ALL,2017,7,490.0,,,,0,
district,Ballari,ALL,2017,8,422.0,,,,0,
district,Ballari,ALL,2017,9,301.0,,,,0,
district,Ballari,ALL,2017,10,332.0,,,,0,
district,Ballari,ALL,2017,11,258.0,,,,0,
district,Ballari,ALL,2017,12,291.0,,,,0,
district,Ballari,ALL,2018,1,357.0,,,,0,
district,Ballari,ALL,2018,2,607.0,,,,0,
district,Ballari,ALL,2018,3,649.0,,,,0,
district,Ballari,ALL,2018,4,364.0,,,,0,
district,Ballari,ALL,2018,5,232.0,,,,0,
district,Ballari,ALL,2018,6,174.0,,,,0,
district,Ballari,ALL,2018,7,264.0,,,,0,
district,Ballari,ALL,2018,8,260.0,,,,0,
district,Ballari,ALL,2018,9,194.0,,,,0,
district,Ballari,ALL,2018,10,264.0,,,,0,
district,Ballari,ALL,2018,11,196.0,,,,0,
district,Ballari,ALL,2018,12,259.0,,,,0,
district,Ballari,ALL,2019,1,242.0,,,,0,
district,Ballari,ALL,2019,2,223.0,,,,0,
district,Ballari,ALL,2019,3,313.0,,,,0,
district,Ballari,ALL,2019,4,287.0,,,,0,
district,Ballari,ALL,2019,5,265.0,,,,0,
district,Ballari,ALL,2019,6,266.0,,,,0,
district,Ballari,ALL,2019,7,335.0,,,,0,
district,Ballari,ALL,2019,8,240.0,,,,0,
district,Ballari,ALL,2019,9,196.0,,,,0,
district,Ballari,ALL,2019,10,260.0,,,,0,
district,Ballari,ALL,2019,11,240.0,,,,0,
district,Ballari,ALL,2019,12,236.0,,,,0,
district,Ballari,ALL,2020,1,213.0,,,,0,
district,Ballari,ALL,2020,2,239.0,,,,0,
district,Ballari,ALL,2020,3,267.0,,,,0,
district,Ballari,ALL,2020,4,315.0,,,,0,
district,Ballari,ALL,2020,5,198.0,,,,0,
district,Ballari,ALL,2020,6,192.0,,,,0,
district,Ballari,ALL,2020,7,188.0,,,,0,
district,Ballari,ALL,2020,8,178.0,,,,0,
district,Ballari,ALL,2020,9,212.0,,,,0,
district,Ballari,ALL,2020,10,260.0,,,,0,
district,Ballari,ALL,2020,11,282.0,,,,0,
district,Ballari,ALL,2020,12,257.0,,,,0,
district,Ballari,ALL,2021,1,276.0,,,,0,
district,Ballari,ALL,2021,2,283.0,,,,0,
district,Ballari,ALL,2021,3,272.0,,,,0,
district,Ballari,ALL,2021,4,228.0,,,,0,
district,Ballari,ALL,2021,5,453.0,,,,0,
district,Ballari,ALL,2021,6,248.0,,,,0,
district,Ballari,ALL,2021,7,343.0,,,,0,
district,Ballari,ALL,2021,8,234.0,,,,0,
district,Ballari,ALL,2021,9,264.0,,,,0,
district,Ballari,ALL,2021,10,243.0,,,,0,
district,Ballari,ALL,2021,11,351.0,,,,0,
district,Ballari,ALL,2021,12,229.0,,,,0,
district,Ballari,ALL,2022,1,290.0,,,,0,
district,Ballari,ALL,2022,2,249.0,,,,0,
district,Ballari,ALL,2022,3,286.0,,,,0,
district,Ballari,ALL,2022,4,309.0,,,,0,
district,Ballari,ALL,2022,5,318.0,,,,0,
district,Ballari,ALL,2022,6,264.0,,,,0,
district,Ballari,ALL,2022,7,282.0,,,,0,
district,Ballari,ALL,2022,8,319.0,,,,0,
district,Ballari,ALL,2022,9,302.0,,,,0,
district,Ballari,ALL,2022,10,306.0,,,,0,
district,Ballari,ALL,2022,11,240.0,,,,0,
district,Ballari,ALL,2022,12,242.0,,,,0,
district,Ballari,ALL,2023,1,229.0,,,,0,
district,Ballari,ALL,2023,2,205.0,,,,0,
district,Ballari,ALL,2023,3,285.0,,,,0,
district,Ballari,ALL,2023,4,266.0,,,,0,
district,Ballari,ALL,2023,5,305.0,,,,0,
district,Ballari,ALL,2023,6,246.0,,,,0,
district,Ballari,ALL,2023,7,274.0,,,,0,
district,Ballari,ALL,2023,8,383.0,,,,0,
district,Ballari,ALL,2023,9,335.0,,,,0,
district,Ballari,ALL,2023,10,333.0,,,,0,
district,Ballari,ALL,2023,11,378.0,,,,0,
district,Ballari,ALL,2023,12,337.0,,,,0,
district,Ballari,ALL,2024,1,,356.0,217.3,494.6,1,ets
district,Ballari,ALL,2024,2,,382.0,185.9,578.2,1,ets
district,Ballari,ALL,2024,3,,411.6,171.4,651.8,1,ets
district,Ballari,ALL,2024,4,,396.5,119.2,673.9,1,ets
district,Ballari,ALL,2024,5,,386.8,76.7,696.8,1,ets
district,Ballari,ALL,2024,6,,349.3,9.6,688.9,1,ets
district,Ballari,ALL,2024,7,,391.5,24.6,758.4,1,ets
district,Ballari,ALL,2024,8,,382.3,0.0,774.5,1,ets
district,Ballari,ALL,2024,9,,352.7,0.0,768.7,1,ets
district,Ballari,ALL,2024,10,,374.5,0.0,813.0,1,ets
district,Ballari,ALL,2024,11,,348.6,0.0,808.5,1,ets
district,Ballari,ALL,2024,12,,339.6,0.0,820.0,1,ets
district,Belagavi,ALL,2016,1,1152.0,,,,0,
district,Belagavi,ALL,2016,2,1867.0,,,,0,
district,Belagavi,ALL,2016,3,1100.0,,,,0,
district,Belagavi,ALL,2016,4,919.0,,,,0,
district,Belagavi,ALL,2016,5,997.0,,,,0,
district,Belagavi,ALL,2016,6,939.0,,,,0,
district,Belagavi,ALL,2016,7,825.0,,,,0,
district,Belagavi,ALL,2016,8,1406.0,,,,0,
district,Belagavi,ALL,2016,9,943.0,,,,0,
district,Belagavi,ALL,2016,10,1052.0,,,,0,
district,Belagavi,ALL,2016,11,769.0,,,,0,
district,Belagavi,ALL,2016,12,865.0,,,,0,
district,Belagavi,ALL,2017,1,827.0,,,,0,
district,Belagavi,ALL,2017,2,902.0,,,,0,
district,Belagavi,ALL,2017,3,1132.0,,,,0,
district,Belagavi,ALL,2017,4,1090.0,,,,0,
district,Belagavi,ALL,2017,5,1271.0,,,,0,
district,Belagavi,ALL,2017,6,1299.0,,,,0,
district,Belagavi,ALL,2017,7,1020.0,,,,0,
district,Belagavi,ALL,2017,8,1068.0,,,,0,
district,Belagavi,ALL,2017,9,881.0,,,,0,
district,Belagavi,ALL,2017,10,1056.0,,,,0,
district,Belagavi,ALL,2017,11,829.0,,,,0,
district,Belagavi,ALL,2017,12,937.0,,,,0,
district,Belagavi,ALL,2018,1,1069.0,,,,0,
district,Belagavi,ALL,2018,2,1955.0,,,,0,
district,Belagavi,ALL,2018,3,1627.0,,,,0,
district,Belagavi,ALL,2018,4,1178.0,,,,0,
district,Belagavi,ALL,2018,5,786.0,,,,0,
district,Belagavi,ALL,2018,6,761.0,,,,0,
district,Belagavi,ALL,2018,7,754.0,,,,0,
district,Belagavi,ALL,2018,8,645.0,,,,0,
district,Belagavi,ALL,2018,9,659.0,,,,0,
district,Belagavi,ALL,2018,10,706.0,,,,0,
district,Belagavi,ALL,2018,11,661.0,,,,0,
district,Belagavi,ALL,2018,12,607.0,,,,0,
district,Belagavi,ALL,2019,1,685.0,,,,0,
district,Belagavi,ALL,2019,2,630.0,,,,0,
district,Belagavi,ALL,2019,3,754.0,,,,0,
district,Belagavi,ALL,2019,4,638.0,,,,0,
district,Belagavi,ALL,2019,5,729.0,,,,0,
district,Belagavi,ALL,2019,6,649.0,,,,0,
district,Belagavi,ALL,2019,7,653.0,,,,0,
district,Belagavi,ALL,2019,8,518.0,,,,0,
district,Belagavi,ALL,2019,9,564.0,,,,0,
district,Belagavi,ALL,2019,10,657.0,,,,0,
district,Belagavi,ALL,2019,11,653.0,,,,0,
district,Belagavi,ALL,2019,12,706.0,,,,0,
district,Belagavi,ALL,2020,1,770.0,,,,0,
district,Belagavi,ALL,2020,2,720.0,,,,0,
district,Belagavi,ALL,2020,3,678.0,,,,0,
district,Belagavi,ALL,2020,4,510.0,,,,0,
district,Belagavi,ALL,2020,5,578.0,,,,0,
district,Belagavi,ALL,2020,6,585.0,,,,0,
district,Belagavi,ALL,2020,7,580.0,,,,0,
district,Belagavi,ALL,2020,8,534.0,,,,0,
district,Belagavi,ALL,2020,9,751.0,,,,0,
district,Belagavi,ALL,2020,10,566.0,,,,0,
district,Belagavi,ALL,2020,11,600.0,,,,0,
district,Belagavi,ALL,2020,12,624.0,,,,0,
district,Belagavi,ALL,2021,1,671.0,,,,0,
district,Belagavi,ALL,2021,2,644.0,,,,0,
district,Belagavi,ALL,2021,3,748.0,,,,0,
district,Belagavi,ALL,2021,4,698.0,,,,0,
district,Belagavi,ALL,2021,5,731.0,,,,0,
district,Belagavi,ALL,2021,6,602.0,,,,0,
district,Belagavi,ALL,2021,7,688.0,,,,0,
district,Belagavi,ALL,2021,8,804.0,,,,0,
district,Belagavi,ALL,2021,9,715.0,,,,0,
district,Belagavi,ALL,2021,10,697.0,,,,0,
district,Belagavi,ALL,2021,11,711.0,,,,0,
district,Belagavi,ALL,2021,12,659.0,,,,0,
district,Belagavi,ALL,2022,1,692.0,,,,0,
district,Belagavi,ALL,2022,2,758.0,,,,0,
district,Belagavi,ALL,2022,3,837.0,,,,0,
district,Belagavi,ALL,2022,4,652.0,,,,0,
district,Belagavi,ALL,2022,5,820.0,,,,0,
district,Belagavi,ALL,2022,6,801.0,,,,0,
district,Belagavi,ALL,2022,7,731.0,,,,0,
district,Belagavi,ALL,2022,8,703.0,,,,0,
district,Belagavi,ALL,2022,9,659.0,,,,0,
district,Belagavi,ALL,2022,10,689.0,,,,0,
district,Belagavi,ALL,2022,11,733.0,,,,0,
district,Belagavi,ALL,2022,12,754.0,,,,0,
district,Belagavi,ALL,2023,1,803.0,,,,0,
district,Belagavi,ALL,2023,2,811.0,,,,0,
district,Belagavi,ALL,2023,3,970.0,,,,0,
district,Belagavi,ALL,2023,4,873.0,,,,0,
district,Belagavi,ALL,2023,5,818.0,,,,0,
district,Belagavi,ALL,2023,6,907.0,,,,0,
district,Belagavi,ALL,2023,7,795.0,,,,0,
district,Belagavi,ALL,2023,8,792.0,,,,0,
district,Belagavi,ALL,2023,9,687.0,,,,0,
district,Belagavi,ALL,2023,10,804.0,,,,0,
district,Belagavi,ALL,2023,11,729.0,,,,0,
district,Belagavi,ALL,2023,12,693.0,,,,0,
district,Belagavi,ALL,2024,1,,759.6,431.1,1088.0,1,ets
district,Belagavi,ALL,2024,2,,974.0,509.5,1438.5,1,ets
district,Belagavi,ALL,2024,3,,928.6,359.6,1497.5,1,ets
district,Belagavi,ALL,2024,4,,776.1,119.2,1433.1,1,ets
district,Belagavi,ALL,2024,5,,805.1,70.6,1539.5,1,ets
district,Belagavi,ALL,2024,6,,787.8,0.0,1592.4,1,ets
district,Belagavi,ALL,2024,7,,731.0,0.0,1600.1,1,ets
district,Belagavi,ALL,2024,8,,787.8,0.0,1716.9,1,ets
district,Belagavi,ALL,2024,9,,715.1,0.0,1700.5,1,ets
district,Belagavi,ALL,2024,10,,763.8,0.0,1802.6,1,ets
district,Belagavi,ALL,2024,11,,699.1,0.0,1788.5,1,ets
district,Belagavi,ALL,2024,12,,721.4,0.0,1859.2,1,ets
district,Bengaluru Rural,ALL,2016,1,960.0,,,,0,
district,Bengaluru Rural,ALL,2016,2,585.0,,,,0,
district,Bengaluru Rural,ALL,2016,3,654.0,,,,0,
district,Bengaluru Rural,ALL,2016,4,586.0,,,,0,
district,Bengaluru Rural,ALL,2016,5,558.0,,,,0,
district,Bengaluru Rural,ALL,2016,6,646.0,,,,0,
district,Bengaluru Rural,ALL,2016,7,751.0,,,,0,
district,Bengaluru Rural,ALL,2016,8,805.0,,,,0,
district,Bengaluru Rural,ALL,2016,9,720.0,,,,0,
district,Bengaluru Rural,ALL,2016,10,609.0,,,,0,
district,Bengaluru Rural,ALL,2016,11,605.0,,,,0,
district,Bengaluru Rural,ALL,2016,12,573.0,,,,0,
district,Bengaluru Rural,ALL,2017,1,584.0,,,,0,
district,Bengaluru Rural,ALL,2017,2,717.0,,,,0,
district,Bengaluru Rural,ALL,2017,3,667.0,,,,0,
district,Bengaluru Rural,ALL,2017,4,911.0,,,,0,
district,Bengaluru Rural,ALL,2017,5,784.0,,,,0,
district,Bengaluru Rural,ALL,2017,6,859.0,,,,0,
district,Bengaluru Rural,ALL,2017,7,712.0,,,,0,
district,Bengaluru Rural,ALL,2017,8,670.0,,,,0,
district,Bengaluru Rural,ALL,2017,9,543.0,,,,0,
district,Bengaluru Rural,ALL,2017,10,586.0,,,,0,
district,Bengaluru Rural,ALL,2017,11,577.0,,,,0,
district,Bengaluru Rural,ALL,2017,12,582.0,,,,0,
district,Bengaluru Rural,ALL,2018,1,811.0,,,,0,
district,Bengaluru Rural,ALL,2018,2,1091.0,,,,0,
district,Bengaluru Rural,ALL,2018,3,787.0,,,,0,
district,Bengaluru Rural,ALL,2018,4,800.0,,,,0,
district,Bengaluru Rural,ALL,2018,5,619.0,,,,0,
district,Bengaluru Rural,ALL,2018,6,637.0,,,,0,
district,Bengaluru Rural,ALL,2018,7,621.0,,,,0,
district,Bengaluru Rural,ALL,2018,8,532.0,,,,0,
district,Bengaluru Rural,ALL,2018,9,466.0,,,,0,
district,Bengaluru Rural,ALL,2018,10,564.0,,,,0,
district,Bengaluru Rural,ALL,2018,11,511.0,,,,0,
district,Bengaluru Rural,ALL,2018,12,543.0,,,,0,
district,Bengaluru Rural,ALL,2019,1,511.0,,,,0,
district,Bengaluru Rural,ALL,2019,2,495.0,,,,0,
district,Bengaluru Rural,ALL,2019,3,672.0,,,,0,
district,Bengaluru Rural,ALL,2019,4,566.0,,,,0,
district,Bengaluru Rural,ALL,2019,5,589.0,,,,0,
district,Bengaluru Rural,ALL,2019,6,603.0,,,,0,
district,Bengaluru Rural,ALL,2019,7,553.0,,,,0,
district,Bengaluru Rural,ALL,2019,8,604.0,,,,0,
district,Bengaluru Rural,ALL,2019,9,561.0,,,,0,
district,Bengaluru Rural,ALL,2019,10,481.0,,,,0,
district,Bengaluru Rural,ALL,2019,11,560.0,,,,0,
district,Bengaluru Rural,ALL,2019,12,594.0,,,,0,
district,Bengaluru Rural,ALL,2020,1,559.0,,,,0,
district,Bengaluru Rural,ALL,2020,2,590.0,,,,0,
district,Bengaluru Rural,ALL,2020,3,492.0,,,,0,
district,Bengaluru Rural,ALL,2020,4,207.0,,,,0,
district,Bengaluru Rural,ALL,2020,5,406.0,,,,0,
district,Bengaluru Rural,ALL,2020,6,508.0,,,,0,
district,Bengaluru Rural,ALL,2020,7,451.0,,,,0,
district,Bengaluru Rural,ALL,2020,8,509.0,,,,0,
